0.0,0.09817477042468103,0.19634954084936207,0.2945243112740431,0.39269908169872414,0.4908738521234052,0.5890486225480862,0.6872233929727672,0.7853981633974483,0.8835729338221293,0.9817477042468103,1.0799224746714913,1.1780972450961724,1.2762720155208536,1.3744467859455345,1.4726215563702154,1.5707963267948966,1.6689710972195777,1.7671458676442586,1.8653206380689396,1.9634954084936207,2.061670178918302,2.1598449493429825,2.2580197197676637,2.356194490192345,2.454369260617026,2.552544031041707,2.650718801466388,2.748893571891069,2.84706834231575,2.945243112740431,3.043417883165112,3.141592653589793,3.2397674240144743,3.3379421944391554,3.436116964863836,3.5342917352885173,3.6324665057131984,3.730641276137879,3.8288160465625602,3.9269908169872414,4.025165587411922,4.123340357836604,4.221515128261284,4.319689898685965,4.417864669110647,4.516039439535327,4.614214209960009,4.71238898038469,4.81056375080937,4.908738521234052,5.006913291658733,5.105088062083414,5.203262832508095,5.301437602932776,5.399612373357457,5.497787143782138,5.595961914206819,5.6941366846315,5.792311455056181,5.890486225480862,5.988660995905543,6.086835766330224,6.1850105367549055
nNetworks: ,50,nCoeffs: ,1
Reconstruction errors
1.7681159420289856,0.5072463768115942,0.07246376811594203,0.0
1.7536231884057971,0.782608695652174,0.17391304347826086,0.0
1.4492753623188406,0.5507246376811594,0.014492753623188406,0.0
1.608695652173913,0.9565217391304348,0.2463768115942029,0.0
1.681159420289855,0.7101449275362319,0.07246376811594203,0.0
1.6231884057971016,0.8115942028985508,0.043478260869565216,0.0
1.7246376811594204,0.8405797101449275,0.08695652173913043,0.0
1.7826086956521738,0.8405797101449275,0.13043478260869565,0.0
1.7971014492753623,0.9565217391304348,0.2318840579710145,0.0
1.7681159420289856,0.7536231884057971,0.14492753623188406,0.10144927536231885
1.6231884057971016,0.8405797101449275,0.11594202898550725,0.0
1.7391304347826086,0.7101449275362319,0.11594202898550725,0.0
1.6521739130434783,0.6811594202898551,0.14492753623188406,0.0
1.7391304347826086,0.6666666666666666,0.10144927536231885,0.0
1.4057971014492754,0.5507246376811594,0.17391304347826086,0.0
1.855072463768116,0.8405797101449275,0.14492753623188406,0.0
1.7536231884057971,0.9710144927536232,0.057971014492753624,0.0
1.6521739130434783,0.6956521739130435,0.17391304347826086,0.0
1.6231884057971016,0.5797101449275363,0.21739130434782608,0.014492753623188406
1.5797101449275361,0.7101449275362319,0.057971014492753624,0.0
1.5217391304347827,0.7391304347826086,0.13043478260869565,0.0
1.710144927536232,0.6376811594202898,0.13043478260869565,0.0
1.3623188405797102,0.8405797101449275,0.07246376811594203,0.0
1.5072463768115942,0.7536231884057971,0.11594202898550725,0.0
1.536231884057971,0.6231884057971014,0.0,0.0
1.681159420289855,0.7536231884057971,0.2028985507246377,0.0
1.6956521739130435,0.7246376811594203,0.17391304347826086,0.0
1.826086956521739,0.6231884057971014,0.08695652173913043,0.0
1.5217391304347827,0.6811594202898551,0.057971014492753624,0.0
1.6231884057971016,0.5942028985507246,0.18840579710144928,0.0
1.7391304347826086,0.4927536231884058,0.11594202898550725,0.0
1.855072463768116,0.855072463768116,0.15942028985507245,0.014492753623188406
1.6666666666666667,0.6811594202898551,0.07246376811594203,0.0
1.6521739130434783,0.6231884057971014,0.057971014492753624,0.014492753623188406
1.5942028985507246,0.7391304347826086,0.17391304347826086,0.07246376811594203
1.6521739130434783,0.8985507246376812,0.2318840579710145,0.0
1.4927536231884058,1.0579710144927537,0.11594202898550725,0.0
1.434782608695652,0.7101449275362319,0.08695652173913043,0.0
1.6666666666666667,0.7391304347826086,0.0,0.0
1.536231884057971,0.6666666666666666,0.2318840579710145,0.043478260869565216
1.7391304347826086,0.8405797101449275,0.11594202898550725,0.043478260869565216
1.710144927536232,1.0724637681159421,0.2608695652173913,0.0
1.536231884057971,0.8840579710144928,0.17391304347826086,0.0
1.7246376811594204,0.6231884057971014,0.07246376811594203,0.0
1.608695652173913,0.5507246376811594,0.028985507246376812,0.0
1.7826086956521738,0.855072463768116,0.014492753623188406,0.0
1.7246376811594204,0.6086956521739131,0.08695652173913043,0.0
1.4927536231884058,0.6956521739130435,0.2028985507246377,0.0
1.6231884057971016,0.8115942028985508,0.17391304347826086,0.0
1.4782608695652173,0.7681159420289855,0.2028985507246377,0.0
number of Samples
10,100,1000,10000
ind_f,17
time: start:,"time.struct_time(tm_year=2023, tm_mon=10, tm_mday=5, tm_hour=11, tm_min=50, tm_sec=29, tm_wday=3, tm_yday=278, tm_isdst=1)"
time: stop:,"time.struct_time(tm_year=2023, tm_mon=10, tm_mday=5, tm_hour=12, tm_min=10, tm_sec=20, tm_wday=3, tm_yday=278, tm_isdst=1)"
10,100,1000,10000
